lat,lon,k2,k3,k4,k5,k6
37.7874861572042,-122.418368839172,1,0,2,0,0
37.7853750846376,-122.416261836834,1,0,2,0,0
37.7907880214451,-122.41903911933,1,0,2,0,0
37.788440503956,-122.401817240144,1,0,2,4,4
37.7905770710537,-122.420691680792,1,0,2,0,0
37.7844496612562,-122.416075285059,1,0,2,0,0
37.7875490095115,-122.421762501792,1,0,2,0,0
37.7590272974542,-122.412502863683,0,1,0,2,1
37.7887772719153,-122.408431861057,1,0,2,4,4
37.7588312134679,-122.415781281593,0,1,0,2,1
37.7620990020727,-122.415000536794,0,1,0,2,1
37.7652491154428,-122.416389710291,0,1,0,2,1
37.7877570602411,-122.420120319204,1,0,2,0,0
37.7635718955939,-122.417332582598,0,1,0,2,1
37.7636337702985,-122.416230392543,0,1,0,2,1
37.7604330003754,-122.415929849548,0,1,0,2,1
37.7870372043685,-122.41827417166,1,0,2,0,0
37.7621586646265,-122.414033253217,0,1,0,2,1
37.7905770710537,-122.420691680792,1,0,2,0,0
37.7611477647601,-122.417169894749,0,1,0,2,1
37.7603656931618,-122.417028392114,0,1,0,2,1
37.7184872987286,-122.483904120247,0,2,3,1,2
37.7620347866519,-122.416078423909,0,1,0,2,1
37.7838226942199,-122.421011927709,1,0,2,0,0
37.7915436932136,-122.420052444419,1,0,2,0,0
37.7844496612562,-122.416075285059,1,0,2,0,0
37.7853750846376,-122.416261836834,1,0,2,0,0
37.7620990020681,-122.415000536786,0,1,0,2,1
37.7571677817188,-122.416720982004,0,1,0,2,1
37.7636979308883,-122.415155941054,0,1,0,2,1
37.7854574902997,-122.400916029025,1,0,2,4,4
37.7844496612562,-122.416075285059,1,0,2,0,0
37.79188233556,-122.409999361883,1,0,2,4,4
37.7914943051906,-122.420874632415,1,0,2,0,0
37.7879652569797,-122.418467747931,1,0,2,0,0
37.7636337703031,-122.416230392551,0,1,0,2,1
37.7657184395282,-122.409529913278,0,1,0,2,1
37.7882225424263,-122.420211964949,1,0,2,0,0
37.7901172490517,-122.420523936293,1,0,2,0,0
37.7639330418799,-122.396177739066,0,1,0,2,1
37.7923840813812,-122.421056878203,1,0,2,0,0
37.7618358012376,-122.419360352761,0,1,0,2,1
37.7652491154383,-122.416389710283,0,1,0,2,1
37.7984867747515,-122.446640402477,1,0,2,0,0
37.7891095538507,-122.417019320698,1,0,2,0,0
37.789618819255,-122.42049728879,1,0,2,0,0
37.7844496612562,-122.416075285059,1,0,2,0,0
37.787502483207,-122.41417943719,1,0,2,0,0
37.7844496612562,-122.416075285059,1,0,2,0,0
37.7879652569797,-122.418467747931,1,0,2,0,0
37.7720472598025,-122.422586141904,0,1,0,2,1
37.7604330003754,-122.415929849548,0,1,0,2,1
37.7521438061204,-122.420909192406,0,1,0,2,1
37.7905770710308,-122.420691680799,1,0,2,0,0
37.7851670875288,-122.417903977571,1,0,2,0,0
37.7636337703031,-122.416230392551,0,1,0,2,1
37.7650501214668,-122.419671780296,0,1,0,2,1
37.7620347866519,-122.416078423909,0,1,0,2,1
37.7603888134229,-122.417577215102,0,1,0,2,1
37.7571229384933,-122.418361693032,0,1,0,2,1
37.7905770710308,-122.420691680799,1,0,2,0,0
37.7899200014841,-122.422062730264,1,0,2,0,0
37.7586968166489,-122.41796448376,0,1,0,2,1
37.789618819255,-122.42049728879,1,0,2,0,0
37.7905770710537,-122.420691680792,1,0,2,0,0
37.7879652569797,-122.418467747931,1,0,2,0,0
37.7879652569797,-122.418467747931,1,0,2,0,0
37.7898297669592,-122.418844748098,1,0,2,0,0
37.7890622568065,-122.417862646124,1,0,2,0,0
37.7596123168685,-122.415921585459,0,1,0,2,1
37.7634954373189,-122.418486296582,0,1,0,2,1
37.7563479680934,-122.416710633703,0,1,0,2,1
37.7899200014841,-122.422062730264,1,0,2,0,0
37.7914943051906,-122.420874632415,1,0,2,0,0
37.7870372043685,-122.41827417166,1,0,2,0,0
37.7620990020681,-122.415000536786,0,1,0,2,1
37.7886989511647,-122.420307355721,1,0,2,0,0
37.7962454397193,-122.423340546898,1,0,2,0,0
37.7874861572271,-122.418368839165,1,0,2,0,0
37.7604330003754,-122.415929849548,0,1,0,2,1
37.7867954080343,-122.416477397948,1,0,2,0,0
37.7578884408086,-122.417817852676,0,1,0,2,1
37.7652491154428,-122.416389710291,0,1,0,2,1
37.7844496612562,-122.416075285059,1,0,2,0,0
37.7853750846147,-122.416261836841,1,0,2,0,0
37.7636337702985,-122.416230392543,0,1,0,2,1
37.789618819255,-122.42049728879,1,0,2,0,0
37.7914943051906,-122.420874632415,1,0,2,0,0
37.7636337702985,-122.416230392543,0,1,0,2,1
37.7620990020681,-122.415000536786,0,1,0,2,1
37.7868516471087,-122.421441956086,1,0,2,0,0
37.7611977677632,-122.509134839191,0,2,1,3,3
37.7859988323798,-122.411747371924,1,0,2,4,4
37.789618819255,-122.42049728879,1,0,2,0,0
37.791288989825,-122.422516966623,1,0,2,0,0
37.7636337703031,-122.416230392551,0,1,0,2,1
37.7853750846376,-122.416261836834,1,0,2,0,0
37.7604284539394,-122.410964638346,0,1,0,2,1
37.7874861572271,-122.418368839165,1,0,2,0,0
37.7644357771555,-122.478325615864,0,2,1,3,3
37.7874861572042,-122.418368839172,1,0,2,0,0
37.7868262082156,-122.419930111611,1,0,2,0,0
37.7909741243362,-122.417392830341,1,0,2,0,0
37.7884486019705,-122.407612885387,1,0,2,4,4
37.7844496612562,-122.416075285059,1,0,2,0,0
37.7634954373189,-122.418486296582,0,1,0,2,1
37.7604330003754,-122.415929849548,0,1,0,2,1
37.7872715205959,-122.41824964748,1,0,2,0,0
37.7862042105067,-122.409686191845,1,0,2,4,4
37.7652491154428,-122.416389710291,0,1,0,2,1
37.7962454397193,-122.423340546898,1,0,2,0,0
37.7887480806774,-122.419486234049,1,0,2,0,0
37.7636337703031,-122.416230392551,0,1,0,2,1
37.7907880214451,-122.41903911933,1,0,2,0,0
37.7636337703031,-122.416230392551,0,1,0,2,1
37.7907880214451,-122.41903911933,1,0,2,0,0
37.7887345763527,-122.406886503606,1,0,2,4,4
37.7619893172394,-122.417730376662,0,1,0,2,1
37.7609899089142,-122.412056242405,0,1,0,2,1
37.7899200014841,-122.422062730264,1,0,2,0,0
37.7603656931573,-122.417028392106,0,1,0,2,1
37.755568796919,-122.416569016036,0,1,0,2,1
37.7620347866519,-122.416078423909,0,1,0,2,1
37.7643660722829,-122.417339031772,0,1,0,2,1
37.7636337703031,-122.416230392551,0,1,0,2,1
37.7556332979322,-122.415473931513,0,1,0,2,1
37.7636337703031,-122.416230392551,0,1,0,2,1
37.7620990020681,-122.415000536786,0,1,0,2,1
37.7854574902997,-122.400916029025,1,0,2,4,4
37.7874861572271,-122.418368839165,1,0,2,0,0
37.8061515935611,-122.418537074676,1,0,2,0,0
37.7356169338764,-122.504756153505,0,2,1,3,3
37.7879652569797,-122.418467747931,1,0,2,0,0
37.7652491154428,-122.416389710291,0,1,0,2,1
37.7861007451645,-122.418090766692,1,0,2,0,0
37.7874861572042,-122.418368839172,1,0,2,0,0
37.7962454397193,-122.423340546898,1,0,2,0,0
37.7874861572042,-122.418368839172,1,0,2,0,0
37.7914943051906,-122.420874632415,1,0,2,0,0
37.7899200014841,-122.422062730264,1,0,2,0,0
37.7844496612791,-122.416075285051,1,0,2,0,0
37.7636979308883,-122.415155941054,0,1,0,2,1
37.7594801325769,-122.418108925859,0,1,0,2,1
37.72547657256,-122.463079076106,0,2,3,1,2
37.787245037815,-122.416642370005,1,0,2,0,0
37.7844496612562,-122.416075285059,1,0,2,0,0
37.7636337702985,-122.416230392543,0,1,0,2,1
37.7753529596691,-122.429344544489,1,0,2,0,0
37.7586968166489,-122.41796448376,0,1,0,2,1
37.7652491154383,-122.416389710283,0,1,0,2,1
37.7844496612791,-122.416075285051,1,0,2,0,0
37.7588312134679,-122.415781281593,0,1,0,2,1
37.7166425332691,-122.474308079894,0,2,3,1,2
37.7578801214437,-122.417955821717,0,1,0,2,1
37.775420706711,-122.403404791479,1,1,0,4,4
37.7642837095036,-122.418549940195,0,1,0,2,1
37.7849590112399,-122.41954956879,1,0,2,0,0
37.7910371428072,-122.420850403389,1,0,2,0,0
37.7626869631943,-122.418415888321,0,1,0,2,1
37.7870372043685,-122.41827417166,1,0,2,0,0
37.7853750846147,-122.416261836841,1,0,2,0,0
37.7620347866519,-122.416078423909,0,1,0,2,1
37.7905770710537,-122.420691680792,1,0,2,0,0
37.7604330003754,-122.415929849548,0,1,0,2,1
37.7870372043685,-122.41827417166,1,0,2,0,0
37.7844496612791,-122.416075285051,1,0,2,0,0
37.7143615498756,-122.49206801734,0,2,3,1,2
37.7889098399421,-122.418658294829,1,0,2,0,0
37.7844496612791,-122.416075285051,1,0,2,0,0
37.7844496612562,-122.416075285059,1,0,2,0,0
37.7636337702985,-122.416230392543,0,1,0,2,1
37.7870372043456,-122.418274171667,1,0,2,0,0
37.7166425332691,-122.474308079894,0,2,3,1,2
37.752524020261,-122.403414326013,0,1,0,2,1
37.7619674218102,-122.417180448635,0,1,0,2,1
37.7879652569797,-122.418467747931,1,0,2,0,0
37.7636337702985,-122.416230392543,0,1,0,2,1
37.757232227914,-122.415629332446,0,1,0,2,1
37.7853750846376,-122.416261836834,1,0,2,0,0
37.7867954080343,-122.416477397948,1,0,2,0,0
37.7844496612562,-122.416075285059,1,0,2,0,0
37.7744665614343,-122.484875854614,0,2,1,3,3
37.7586968166489,-122.41796448376,0,1,0,2,1
37.7636337702985,-122.416230392543,0,1,0,2,1
37.7874861572271,-122.418368839165,1,0,2,0,0
37.7898297669592,-122.418844748098,1,0,2,0,0
37.7905770710537,-122.420691680792,1,0,2,0,0
37.7889098399192,-122.418658294837,1,0,2,0,0
37.7844496612562,-122.416075285059,1,0,2,0,0
37.7620990020681,-122.415000536786,0,1,0,2,1
37.7870372043685,-122.41827417166,1,0,2,0,0
37.787359494956,-122.408231026261,1,0,2,4,4
37.7580118295123,-122.41577026404,0,1,0,2,1
37.7853750846376,-122.416261836834,1,0,2,0,0
37.7605000726041,-122.414845139214,0,1,0,2,1
37.7620347866519,-122.416078423909,0,1,0,2,1
37.7844496612791,-122.416075285051,1,0,2,0,0
37.7853750846376,-122.416261836834,1,0,2,0,0
37.7638222259421,-122.413591695561,0,1,0,2,1
37.7573197989318,-122.415089059899,0,1,0,2,1
37.7844496612562,-122.416075285059,1,0,2,0,0
37.7587640201132,-122.416872883664,0,1,0,2,1
37.7870372043456,-122.418274171667,1,0,2,0,0
37.7653250853262,-122.414222704763,0,1,0,2,1
37.7871979591062,-122.409055191364,1,0,2,4,4
37.7877245364335,-122.418484652231,1,0,2,0,0
37.7905770710537,-122.420691680792,1,0,2,0,0
37.7553668828503,-122.419860961947,0,1,0,2,1
37.7889098399421,-122.418658294829,1,0,2,0,0
37.7857918163181,-122.396920775993,1,0,2,4,4
37.7898100005704,-122.433800051784,1,0,2,0,0
37.7879652569797,-122.418467747931,1,0,2,0,0
37.7843944492068,-122.416916142188,1,0,2,0,0
37.7844496612562,-122.416075285059,1,0,2,0,0
37.7555043420028,-122.417660640341,0,1,0,2,1
37.7870372043456,-122.418274171667,1,0,2,0,0
37.7854574902997,-122.400916029025,1,0,2,4,4
37.7866181600998,-122.421572274151,1,0,2,0,0
37.7604330003754,-122.415929849548,0,1,0,2,1
37.7620347866519,-122.416078423909,0,1,0,2,1
37.7879652569568,-122.418467747938,1,0,2,0,0
37.7638222259421,-122.413591695561,0,1,0,2,1
37.7860677021529,-122.392940948663,1,0,2,4,4
37.7580118295123,-122.41577026404,0,1,0,2,1
37.7879652569797,-122.418467747931,1,0,2,0,0
37.7844496612791,-122.416075285051,1,0,2,0,0
37.775420706711,-122.403404791479,1,1,0,4,4
37.7860432222992,-122.410509258795,1,0,2,4,4
37.7853750846147,-122.416261836841,1,0,2,0,0
37.7890603555993,-122.392347671978,1,0,2,4,4
37.7630355540213,-122.50966215971,0,2,1,3,3
37.7604330003754,-122.415929849548,0,1,0,2,1
37.7604549121091,-122.416482528135,0,1,0,2,1
37.7652491154383,-122.416389710283,0,1,0,2,1
37.7870372043685,-122.41827417166,1,0,2,0,0
37.7870372043685,-122.41827417166,1,0,2,0,0
37.7636337703031,-122.416230392551,0,1,0,2,1
37.7844496612562,-122.416075285059,1,0,2,0,0
37.7879652569568,-122.418467747938,1,0,2,0,0
37.787245037815,-122.416642370005,1,0,2,0,0
37.7864394524764,-122.409660751795,1,0,2,4,4
37.7604330003754,-122.415929849548,0,1,0,2,1
37.7879652569568,-122.418467747938,1,0,2,0,0
37.7643660722829,-122.417339031772,0,1,0,2,1
37.7868262081927,-122.419930111618,1,0,2,0,0
37.7854574902997,-122.400916029025,1,0,2,4,4
37.7604330003754,-122.415929849548,0,1,0,2,1
37.7652491154428,-122.416389710291,0,1,0,2,1
37.7652491154383,-122.416389710283,0,1,0,2,1
37.7905770710537,-122.420691680792,1,0,2,0,0
37.7636979308883,-122.415155941054,0,1,0,2,1
37.7923840813812,-122.421056878203,1,0,2,0,0
37.7962454397193,-122.423340546898,1,0,2,0,0
37.7844496612791,-122.416075285051,1,0,2,0,0
37.7651818039951,-122.417488323647,0,1,0,2,1
37.7879652569797,-122.418467747931,1,0,2,0,0
37.7604330003754,-122.415929849548,0,1,0,2,1
37.7604330003754,-122.415929849548,0,1,0,2,1
37.7609899089142,-122.412056242405,0,1,0,2,1
37.7879652569797,-122.418467747931,1,0,2,0,0
37.7861493947594,-122.417273344939,1,0,2,0,0
37.7654480180311,-122.413107622701,0,1,0,2,1
37.7879652569797,-122.418467747931,1,0,2,0,0
37.7863086885804,-122.416452065595,1,0,2,0,0
37.7897774160756,-122.419694813697,1,0,2,0,0
37.7620990020681,-122.415000536786,0,1,0,2,1
37.7853750846376,-122.416261836834,1,0,2,0,0
37.7843944492068,-122.416916142188,1,0,2,0,0
37.7923840813812,-122.421056878203,1,0,2,0,0
37.7905770710537,-122.420691680792,1,0,2,0,0
37.7870372043685,-122.41827417166,1,0,2,0,0
37.7620990020681,-122.415000536786,0,1,0,2,1
37.7868764841608,-122.419104424644,1,0,2,0,0
37.7907880214451,-122.41903911933,1,0,2,0,0
37.7863086885804,-122.416452065595,1,0,2,0,0
37.7653161356396,-122.415308388823,0,1,0,2,1
37.7635887638425,-122.417913861876,0,1,0,2,1
37.7635718955893,-122.41733258259,0,1,0,2,1
37.8008967365514,-122.428687263963,1,0,2,0,0
37.7596123168685,-122.415921585459,0,1,0,2,1
37.7636337703031,-122.416230392551,0,1,0,2,1
37.7166425332691,-122.474308079894,0,2,3,1,2
37.7875490094886,-122.421762501799,1,0,2,0,0
37.7838066631424,-122.409129633669,1,0,2,4,4
37.7595460924587,-122.417016663517,0,1,0,2,1
37.7619674218102,-122.417180448635,0,1,0,2,1
37.7359045006314,-122.391089615241,0,1,0,2,5
37.7638222259421,-122.413591695561,0,1,0,2,1
37.7604330003754,-122.415929849548,0,1,0,2,1
37.7842362877887,-122.417710344726,1,0,2,0,0
37.789618819255,-122.42049728879,1,0,2,0,0
37.7636337702985,-122.416230392543,0,1,0,2,1
37.7844496612562,-122.416075285059,1,0,2,0,0
37.7905770710537,-122.420691680792,1,0,2,0,0
37.7636337703031,-122.416230392551,0,1,0,2,1
37.7605000725995,-122.414845139206,0,1,0,2,1
37.7604330003754,-122.415929849548,0,1,0,2,1
37.787245037815,-122.416642370005,1,0,2,0,0
37.7870372043685,-122.41827417166,1,0,2,0,0
37.7603656931618,-122.417028392114,0,1,0,2,1
37.775420706711,-122.403404791479,1,1,0,4,4
37.7853750846147,-122.416261836841,1,0,2,0,0
37.7874861572042,-122.418368839172,1,0,2,0,0
37.7638222259466,-122.413591695569,0,1,0,2,1
37.7853750846376,-122.416261836834,1,0,2,0,0
37.7588520014309,-122.416331137192,0,1,0,2,1
37.7636979308928,-122.415155941062,0,1,0,2,1
37.7634292328496,-122.419515708406,0,1,0,2,1
37.7638222259421,-122.413591695561,0,1,0,2,1
37.7636337703031,-122.416230392551,0,1,0,2,1
37.789618819232,-122.420497288797,1,0,2,0,0
37.7620990020681,-122.415000536786,0,1,0,2,1
37.7878052240334,-122.419295456225,1,0,2,0,0
37.7879652569797,-122.418467747931,1,0,2,0,0
37.7905770710537,-122.420691680792,1,0,2,0,0
37.7879209375533,-122.410882825551,1,0,2,4,4
37.7644357771555,-122.478325615864,0,2,1,3,3
37.7825543452426,-122.397388784826,1,0,2,4,4
37.7571005796428,-122.417812558787,0,1,0,2,1
37.7620990020681,-122.415000536786,0,1,0,2,1
37.7522051632838,-122.419018144895,0,1,0,2,1
37.7879652569797,-122.418467747931,1,0,2,0,0
37.7603656931573,-122.417028392106,0,1,0,2,1
37.7620990020727,-122.415000536794,0,1,0,2,1
37.7642837095036,-122.418549940195,0,1,0,2,1
37.7605000725995,-122.414845139206,0,1,0,2,1
37.7166425332691,-122.474308079894,0,2,3,1,2
37.7898297669592,-122.418844748098,1,0,2,0,0
37.7638222259421,-122.413591695561,0,1,0,2,1
37.7604330003754,-122.415929849548,0,1,0,2,1
37.7907880214451,-122.41903911933,1,0,2,0,0
37.7869849580362,-122.419126295342,1,0,2,0,0
37.7603012340397,-122.41812008649,0,1,0,2,1
37.7596779372146,-122.414833494052,0,1,0,2,1
37.7844496612791,-122.416075285051,1,0,2,0,0
37.7596123168685,-122.415921585459,0,1,0,2,1
37.7899200014841,-122.422062730264,1,0,2,0,0
37.7932574953959,-122.421231781955,1,0,2,0,0
37.7870372043685,-122.41827417166,1,0,2,0,0
37.7620990020681,-122.415000536786,0,1,0,2,1
37.7612142236627,-122.416070932811,0,1,0,2,1
37.7898297669592,-122.418844748098,1,0,2,0,0
37.7863086885804,-122.416452065595,1,0,2,0,0
37.7580118295123,-122.41577026404,0,1,0,2,1
37.7854574902997,-122.400916029025,1,0,2,4,4
37.7905770710537,-122.420691680792,1,0,2,0,0
37.7636337702985,-122.416230392543,0,1,0,2,1
37.7163046735122,-122.440593031551,0,2,3,1,2
37.7899200014841,-122.422062730264,1,0,2,0,0
37.7636337702985,-122.416230392543,0,1,0,2,1
37.7844496612562,-122.416075285059,1,0,2,0,0
37.7869881885308,-122.410699657634,1,0,2,4,4
37.7541658571765,-122.41314231312,0,1,0,2,1
37.7636979308883,-122.415155941054,0,1,0,2,1
37.7636337703031,-122.416230392551,0,1,0,2,1
37.7840280452032,-122.419366294797,1,0,2,0,0
37.7635718955939,-122.417332582598,0,1,0,2,1
37.7914943051906,-122.420874632415,1,0,2,0,0
37.7586968166534,-122.417964483768,0,1,0,2,1
37.788440503956,-122.401817240144,1,0,2,4,4
37.7874861572042,-122.418368839172,1,0,2,0,0
37.7879652569568,-122.418467747938,1,0,2,0,0
37.7869849580362,-122.419126295342,1,0,2,0,0
37.7636337702985,-122.416230392543,0,1,0,2,1
37.7636337702985,-122.416230392543,0,1,0,2,1
37.7942140503784,-122.435769968101,1,0,2,0,0
37.7604330003754,-122.415929849548,0,1,0,2,1
37.7891095538736,-122.417019320691,1,0,2,0,0
37.7586968166489,-122.41796448376,0,1,0,2,1
37.7620990020727,-122.415000536794,0,1,0,2,1
37.7636337702985,-122.416230392543,0,1,0,2,1
37.7562822236574,-122.417802962628,0,1,0,2,1
37.7874861572042,-122.418368839172,1,0,2,0,0
37.7651098786222,-122.418701003284,0,1,0,2,1
37.7870372043685,-122.41827417166,1,0,2,0,0
37.7642837095036,-122.418549940195,0,1,0,2,1
37.7604330003754,-122.415929849548,0,1,0,2,1
37.7907880214451,-122.41903911933,1,0,2,0,0
37.7166425332691,-122.474308079894,0,2,3,1,2
37.765316135635,-122.415308388816,0,1,0,2,1
37.7870372043456,-122.418274171667,1,0,2,0,0
37.7879652569797,-122.418467747931,1,0,2,0,0
37.7636337702985,-122.416230392543,0,1,0,2,1
37.7853750846147,-122.416261836841,1,0,2,0,0
37.7620990020681,-122.415000536786,0,1,0,2,1
37.7870372043685,-122.41827417166,1,0,2,0,0
37.7594884557036,-122.417970955091,0,1,0,2,1
37.7889098399192,-122.418658294837,1,0,2,0,0
37.7620347866519,-122.416078423909,0,1,0,2,1
37.7564864109309,-122.406539115148,0,1,0,2,1
37.7853750846376,-122.416261836834,1,0,2,0,0
37.7605000725995,-122.414845139206,0,1,0,2,1
37.7638222259466,-122.413591695569,0,1,0,2,1
37.7604330003754,-122.415929849548,0,1,0,2,1
37.7578884408086,-122.417817852676,0,1,0,2,1
37.7620990020681,-122.415000536786,0,1,0,2,1
37.7879652569797,-122.418467747931,1,0,2,0,0
37.7425626183259,-122.488025947847,0,2,1,3,3
37.7905770710537,-122.420691680792,1,0,2,0,0
37.7604330003754,-122.415929849548,0,1,0,2,1
37.7636337703031,-122.416230392551,0,1,0,2,1
37.7905770710537,-122.420691680792,1,0,2,0,0
37.7605000725995,-122.414845139206,0,1,0,2,1
37.7605000725995,-122.414845139206,0,1,0,2,1
37.7861007451645,-122.418090766692,1,0,2,0,0
37.7905770710537,-122.420691680792,1,0,2,0,0
37.7652491154428,-122.416389710291,0,1,0,2,1
37.7853750846376,-122.416261836834,1,0,2,0,0
37.7636337703031,-122.416230392551,0,1,0,2,1
37.7870754039701,-122.42166371444,1,0,2,0,0
37.7870372043685,-122.41827417166,1,0,2,0,0
37.7874861572042,-122.418368839172,1,0,2,0,0
37.788440503956,-122.401817240144,1,0,2,4,4
37.7603012340397,-122.41812008649,0,1,0,2,1
37.7844496612791,-122.416075285051,1,0,2,0,0
37.7914446364385,-122.421720672696,1,0,2,0,0
37.7844496612791,-122.416075285051,1,0,2,0,0
37.7889098399192,-122.418658294837,1,0,2,0,0
37.7605000725995,-122.414845139206,0,1,0,2,1
37.7638222259466,-122.413591695569,0,1,0,2,1
37.7636979308883,-122.415155941054,0,1,0,2,1
37.7636337702985,-122.416230392543,0,1,0,2,1
37.7643660722829,-122.417339031772,0,1,0,2,1
37.7877640990096,-122.409925328419,1,0,2,4,4
37.7870766696212,-122.419908299532,1,0,2,0,0
37.7652491154428,-122.416389710291,0,1,0,2,1
37.7914943051906,-122.420874632415,1,0,2,0,0
37.7636337703031,-122.416230392551,0,1,0,2,1
37.7605000725995,-122.414845139206,0,1,0,2,1
37.7587640201132,-122.416872883664,0,1,0,2,1
37.7889536872317,-122.417841550946,1,0,2,0,0
37.7905770710537,-122.420691680792,1,0,2,0,0
37.7905770710537,-122.420691680792,1,0,2,0,0
37.7634954373144,-122.418486296575,0,1,0,2,1
37.7879652569797,-122.418467747931,1,0,2,0,0
37.7874861572042,-122.418368839172,1,0,2,0,0
37.7636979308883,-122.415155941054,0,1,0,2,1
37.7636337702985,-122.416230392543,0,1,0,2,1
37.7914943051906,-122.420874632415,1,0,2,0,0
37.7875490095115,-122.421762501792,1,0,2,0,0
37.7604330003754,-122.415929849548,0,1,0,2,1
37.7604330003754,-122.415929849548,0,1,0,2,1
37.7799444052046,-122.414317857881,1,0,2,0,0
37.7636337702985,-122.416230392543,0,1,0,2,1
37.7870372043685,-122.41827417166,1,0,2,0,0
37.790369068882,-122.422330464198,1,0,2,0,0
37.7605000725995,-122.414845139206,0,1,0,2,1
37.7586968166489,-122.41796448376,0,1,0,2,1
37.7652491154383,-122.416389710283,0,1,0,2,1
37.7851670875517,-122.417903977564,1,0,2,0,0
37.7636979308883,-122.415155941054,0,1,0,2,1
37.7842362877887,-122.417710344726,1,0,2,0,0
37.7874861572042,-122.418368839172,1,0,2,0,0
37.7636337703031,-122.416230392551,0,1,0,2,1
37.7866181600998,-122.421572274151,1,0,2,0,0
37.7619029613068,-122.41827216643,0,1,0,2,1
37.7874861572042,-122.418368839172,1,0,2,0,0
37.7603656931573,-122.417028392106,0,1,0,2,1
37.7604330003754,-122.415929849548,0,1,0,2,1
37.7634954373144,-122.418486296575,0,1,0,2,1
37.7853750846376,-122.416261836834,1,0,2,0,0
37.7620347866519,-122.416078423909,0,1,0,2,1
37.7869250592794,-122.426668235709,1,0,2,0,0
37.7868262082156,-122.419930111611,1,0,2,0,0
37.7870372043456,-122.418274171667,1,0,2,0,0
37.7905770710537,-122.420691680792,1,0,2,0,0
37.7636337703031,-122.416230392551,0,1,0,2,1
37.7628232674387,-122.416082198307,0,1,0,2,1
37.7652491154428,-122.416389710291,0,1,0,2,1
37.7620990020681,-122.415000536786,0,1,0,2,1
37.7891095538736,-122.417019320691,1,0,2,0,0
37.7604330003754,-122.415929849548,0,1,0,2,1
37.7652491154428,-122.416389710291,0,1,0,2,1
